company_id,company_name,ald_sector,ald_business_unit,ald_location,activity_unit,Equity Ownership 2022,Equity Ownership 2023,Equity Ownership 2024,Equity Ownership 2025,Equity Ownership 2026
6,company-6,Power,RenewablesCap,LK,tCO2e,NA,26718,25007,NA,NA
6,company-6,Power,RenewablesCap,DE,tCO2e,78227,191612,29498,NA,18808
7,company-7,Power,GasCap,ZA,tCO2e,NA,169402,35951,NA,49486
7,company-7,Power,GasCap,DE,tCO2e,41632,50052,38201,NA,4488
7,company-7,Power,GasCap,JO,tCO2e,94582,73417,251314,71655,187103
8,company-8,Power,GasCap,LK,tCO2e,25296,19744,54259,64407,46060
8,company-8,Power,GasCap,DE,tCO2e,NA,42271,70579,7763,NA
8,company-8,Power,GasCap,ZA,tCO2e,25887,31799,44436,196445,70568
9,company-9,Power,RenewablesCap,DE,tCO2e,7194,249526,71743,89017,42487
9,company-9,Power,RenewablesCap,LK,tCO2e,103164,NA,298277,61133,94750
10,company-10,Power,GasCap,JO,tCO2e,20727,223402,43590,47948,101111
10,company-10,Power,GasCap,DE,tCO2e,26022,6981,137630,81241,2521
10,company-10,Power,GasCap,ZA,tCO2e,4094,NA,NA,165974,350046
10,company-10,Power,GasCap,LK,tCO2e,145200,NA,NA,129243,341127
10,company-10,Power,GasCap,FJ,tCO2e,20296,11815,NA,NA,5192
12,company-12,Power,NuclearCap,CX,tCO2e,65715,82455,30301,NA,66447
12,company-12,Power,NuclearCap,FJ,tCO2e,250375,221981,32267,37943,61060
12,company-12,Power,NuclearCap,LK,tCO2e,220424,154330,73137,70584,NA
14,company-14,Power,NuclearCap,JO,tCO2e,103083,49112,168979,437340,120861
14,company-14,Power,NuclearCap,DE,tCO2e,NA,NA,50258,38914,148613
14,company-14,Power,NuclearCap,LK,tCO2e,150170,NA,NA,25208,45831
14,company-14,Power,NuclearCap,FJ,tCO2e,7399,NA,59950,44658,176508
14,company-14,Power,RenewablesCap,DE,tCO2e,75700,335451,NA,134830,21327
14,company-14,Power,RenewablesCap,CX,tCO2e,278112,15772,NA,NA,96258
14,company-14,Power,RenewablesCap,FJ,tCO2e,77645,7675,361801,13300,11442
14,company-14,Power,RenewablesCap,ZA,tCO2e,80491,44605,18939,22678,8952
15,company-15,Power,OilCap,CX,tCO2e,NA,124363,7601,6601,33476
15,company-15,Power,OilCap,ZA,tCO2e,NA,13605,14607,285841,205633
15,company-15,Power,OilCap,DE,tCO2e,NA,NA,49267,78110,53132
15,company-15,Power,OilCap,LK,tCO2e,2387,95564,132045,272346,181336
17,company-17,Power,CoalCap,DE,tCO2e,35304,NA,NA,103182,8221
18,company-18,Power,GasCap,ZA,tCO2e,237422,NA,302395,284191,187624
18,company-18,Power,GasCap,CX,tCO2e,NA,537,20078,110612,95902
18,company-18,Power,GasCap,FJ,tCO2e,NA,162948,NA,60929,150442
18,company-18,Power,GasCap,LK,tCO2e,24657,173314,156843,54797,NA
18,company-18,Power,GasCap,DE,tCO2e,34102,229670,47149,NA,50560
20,company-20,Power,NuclearCap,JO,tCO2e,145777,NA,49178,75577,29059
20,company-20,Power,NuclearCap,ZA,tCO2e,162838,NA,130523,177071,28727
20,company-20,Power,NuclearCap,DE,tCO2e,23229,13969,62147,24498,17953
20,company-20,Power,NuclearCap,CX,tCO2e,62609,NA,7384,91109,NA
20,company-20,Power,HydroCap,DE,tCO2e,NA,NA,274940,14186,37518
20,company-20,Power,HydroCap,CX,tCO2e,166561,353212,64506,160111,2354
20,company-20,Power,HydroCap,LK,tCO2e,68517,NA,NA,27729,82486
20,company-20,Power,HydroCap,JO,tCO2e,118033,140844,NA,356688,84584
20,company-20,Power,HydroCap,ZA,tCO2e,NA,68090,NA,62107,176389
21,company-21,Power,OilCap,CX,tCO2e,119130,40136,44127,54925,25128
21,company-21,Power,OilCap,DE,tCO2e,2813,NA,90809,NA,NA
21,company-21,Power,OilCap,FJ,tCO2e,297120,NA,NA,12166,NA
21,company-21,Power,OilCap,ZA,tCO2e,NA,173169,111214,159161,304496
26,company-26,Power,RenewablesCap,CX,tCO2e,NA,278521,NA,19708,20808
26,company-26,Power,RenewablesCap,LK,tCO2e,130083,113470,100758,41723,NA
26,company-26,Power,RenewablesCap,ZA,tCO2e,39339,76994,41654,14838,NA
26,company-26,Power,RenewablesCap,FJ,tCO2e,NA,NA,NA,218841,NA
27,company-27,Power,NuclearCap,JO,tCO2e,NA,48737,62833,68232,23877
27,company-27,Power,NuclearCap,ZA,tCO2e,17310,97302,66288,53951,NA
28,company-28,Power,NuclearCap,FJ,tCO2e,144952,86205,51743,30465,NA
29,company-29,Power,HydroCap,LK,tCO2e,45235,38167,89885,129443,245814
29,company-29,Power,HydroCap,JO,tCO2e,27158,11991,177613,153624,441627
29,company-29,Power,HydroCap,FJ,tCO2e,41589,52959,NA,68547,12661
30,company-30,Power,CoalCap,DE,tCO2e,2315,NA,249902,254646,6265
30,company-30,Power,NuclearCap,FJ,tCO2e,15733,149065,109766,37089,1282
30,company-30,Power,NuclearCap,ZA,tCO2e,76589,757,86409,NA,73662
30,company-30,Power,NuclearCap,LK,tCO2e,26751,367496,NA,118105,33308
33,company-33,Power,NuclearCap,CX,tCO2e,173750,NA,311989,NA,75724
33,company-33,Power,NuclearCap,FJ,tCO2e,25729,129360,34048,26281,36164
33,company-33,Power,NuclearCap,DE,tCO2e,50604,NA,243496,NA,182717
35,company-35,Power,CoalCap,DE,tCO2e,152463,119299,128353,65275,27058
35,company-35,Power,CoalCap,JO,tCO2e,66566,183825,8728,93145,34842
37,company-37,Power,NuclearCap,DE,tCO2e,26073,12007,42079,15349,65968
37,company-37,Power,NuclearCap,ZA,tCO2e,24654,51472,10089,155568,138808
37,company-37,Power,NuclearCap,LK,tCO2e,7262,NA,29621,49715,116039
38,company-38,Power,CoalCap,LK,tCO2e,295226,13612,34627,NA,426833
38,company-38,Power,HydroCap,JO,tCO2e,75522,221540,18114,292604,51522
38,company-38,Power,HydroCap,FJ,tCO2e,NA,254986,54003,368577,9662
38,company-38,Power,HydroCap,CX,tCO2e,139056,NA,NA,103582,99850
39,company-39,Power,GasCap,DE,tCO2e,24350,138250,5842,NA,NA
39,company-39,Power,GasCap,LK,tCO2e,NA,NA,39240,466235,288650
39,company-39,Power,GasCap,FJ,tCO2e,NA,102014,23706,NA,33859
39,company-39,Power,GasCap,CX,tCO2e,NA,NA,36987,25839,NA
40,company-40,Power,NuclearCap,DE,tCO2e,147320,279480,NA,53506,NA
40,company-40,Power,NuclearCap,JO,tCO2e,NA,NA,48439,51554,NA
40,company-40,Power,NuclearCap,ZA,tCO2e,NA,38681,125108,27634,139785
42,company-42,Power,RenewablesCap,ZA,tCO2e,NA,NA,79272,44901,NA
42,company-42,Power,RenewablesCap,JO,tCO2e,197586,29660,167167,NA,151906
44,company-44,Power,OilCap,DE,tCO2e,NA,12806,150672,4717,NA
44,company-44,Power,OilCap,FJ,tCO2e,NA,46624,136744,126153,107190
47,company-47,Power,NuclearCap,ZA,tCO2e,33915,3455,NA,2017,45765
47,company-47,Power,NuclearCap,CX,tCO2e,5911,3715,NA,183825,18260
47,company-47,Power,NuclearCap,DE,tCO2e,2290,761,183191,121308,60883
48,company-48,Power,CoalCap,FJ,tCO2e,52614,NA,6793,NA,35609
48,company-48,Power,CoalCap,DE,tCO2e,NA,415093,232326,NA,192118
52,company-52,Power,CoalCap,FJ,tCO2e,NA,22400,NA,426872,NA
52,company-52,Power,CoalCap,CX,tCO2e,21083,8953,NA,13422,45757
52,company-52,Power,CoalCap,JO,tCO2e,NA,13706,18552,129246,NA
52,company-52,Power,CoalCap,DE,tCO2e,140550,NA,143985,27259,NA
52,company-52,Power,RenewablesCap,ZA,tCO2e,33493,40103,224790,NA,271878
53,company-53,Power,GasCap,DE,tCO2e,63021,19691,74991,NA,53151
53,company-53,Power,GasCap,LK,tCO2e,214576,19873,268026,234073,6646
53,company-53,Power,GasCap,CX,tCO2e,73244,35342,NA,46027,10239
53,company-53,Power,GasCap,FJ,tCO2e,NA,10576,9537,224553,78997
56,company-56,Power,HydroCap,DE,tCO2e,57454,26793,17543,NA,57042
56,company-56,Power,HydroCap,FJ,tCO2e,81087,NA,NA,46348,57733
56,company-56,Power,HydroCap,JO,tCO2e,126115,87300,21404,1470,115609
60,company-60,Power,RenewablesCap,LK,tCO2e,NA,67150,109978,84073,69221
62,company-62,Power,GasCap,DE,tCO2e,17289,90640,159046,32903,12844
62,company-62,Power,GasCap,ZA,tCO2e,5992,16477,10536,80196,22796
63,company-63,Power,RenewablesCap,JO,tCO2e,NA,9123,NA,188131,57830
63,company-63,Power,RenewablesCap,CX,tCO2e,115066,NA,95861,28762,16924
63,company-63,Power,RenewablesCap,LK,tCO2e,NA,35140,14922,54671,106107
63,company-63,Power,RenewablesCap,FJ,tCO2e,408420,150815,NA,44917,18125
63,company-63,Power,RenewablesCap,DE,tCO2e,25883,111251,21410,1440,129690
64,company-64,Power,CoalCap,FJ,tCO2e,119021,77933,107372,396016,108979
64,company-64,Power,CoalCap,DE,tCO2e,34807,90683,315767,52700,245622
64,company-64,Power,CoalCap,CX,tCO2e,25437,264721,213768,56972,38900
64,company-64,Power,CoalCap,ZA,tCO2e,149342,168772,51764,435615,146802
66,company-66,Power,HydroCap,ZA,tCO2e,309473,NA,609861,NA,57659
66,company-66,Power,HydroCap,DE,tCO2e,NA,179420,597,162537,405165
66,company-66,Power,HydroCap,LK,tCO2e,22417,128770,24825,33986,40292
66,company-66,Power,HydroCap,FJ,tCO2e,214664,2782,53392,132230,11566
66,company-66,Power,HydroCap,JO,tCO2e,NA,21643,NA,55271,NA
68,company-68,Power,OilCap,DE,tCO2e,123790,NA,95412,23304,235394
68,company-68,Power,OilCap,CX,tCO2e,48347,5722,NA,118486,25505
68,company-68,Power,OilCap,JO,tCO2e,72508,114851,76585,129473,NA
68,company-68,Power,OilCap,ZA,tCO2e,169273,2618,11915,77785,83758
70,company-70,Power,HydroCap,DE,tCO2e,NA,NA,179951,NA,298658
70,company-70,Power,HydroCap,CX,tCO2e,155695,12711,45042,95190,118886
70,company-70,Power,HydroCap,ZA,tCO2e,1962,250156,58623,NA,10850
70,company-70,Power,HydroCap,LK,tCO2e,75315,NA,74968,52698,39454
70,company-70,Power,HydroCap,JO,tCO2e,12355,71807,NA,NA,107918
71,company-71,Power,NuclearCap,ZA,tCO2e,113067,NA,NA,179046,173524
71,company-71,Power,NuclearCap,FJ,tCO2e,62326,259001,5941,169715,293702
71,company-71,Power,NuclearCap,LK,tCO2e,110901,38733,63217,NA,25670
71,company-71,Power,NuclearCap,DE,tCO2e,NA,NA,224377,292305,31831
75,company-75,Power,CoalCap,CX,tCO2e,NA,184508,241943,220631,36478
75,company-75,Power,CoalCap,LK,tCO2e,NA,45758,130107,65373,NA
75,company-75,Power,CoalCap,DE,tCO2e,89959,81979,176615,NA,126617
75,company-75,Power,CoalCap,JO,tCO2e,NA,267239,95378,162597,63022
75,company-75,Power,CoalCap,ZA,tCO2e,25180,113373,23847,104239,22675
75,company-75,Power,NuclearCap,JO,tCO2e,56612,NA,256052,9534,180769
75,company-75,Power,NuclearCap,LK,tCO2e,121021,22442,18300,108661,255844
75,company-75,Power,NuclearCap,CX,tCO2e,102885,33074,36407,55917,186223
78,company-78,Power,RenewablesCap,CX,tCO2e,NA,129635,8794,41566,8386
78,company-78,Power,RenewablesCap,JO,tCO2e,59731,224009,102841,1857,93340
79,company-79,Power,NuclearCap,CX,tCO2e,NA,9421,138597,13791,27265
79,company-79,Power,NuclearCap,JO,tCO2e,66605,30734,185478,44203,34408
79,company-79,Power,RenewablesCap,FJ,tCO2e,1934,28765,NA,141035,22519
80,company-80,Power,HydroCap,FJ,tCO2e,NA,57838,301901,187851,157908
80,company-80,Power,HydroCap,CX,tCO2e,5613,451067,355584,4449,148606
80,company-80,Power,HydroCap,DE,tCO2e,NA,NA,28407,432585,387646
80,company-80,Power,HydroCap,JO,tCO2e,NA,1817,NA,83239,51146
80,company-80,Power,HydroCap,LK,tCO2e,NA,NA,47742,7439,32890
83,company-83,Power,NuclearCap,FJ,tCO2e,62452,105858,85994,NA,225649
83,company-83,Power,NuclearCap,CX,tCO2e,31808,58484,175188,796,9201
83,company-83,Power,NuclearCap,LK,tCO2e,73191,16857,431168,40865,NA
83,company-83,Power,NuclearCap,ZA,tCO2e,288603,125177,228523,202036,125317
84,company-84,Power,HydroCap,JO,tCO2e,NA,2525,303912,147046,247636
84,company-84,Power,HydroCap,CX,tCO2e,93078,69982,187028,205674,33257
85,company-85,Power,OilCap,FJ,tCO2e,80783,NA,55337,307525,NA
85,company-85,Power,OilCap,LK,tCO2e,22393,425,182353,388419,109226
85,company-85,Power,OilCap,CX,tCO2e,12010,240075,116352,12876,37959
87,company-87,Power,RenewablesCap,CX,tCO2e,42963,258243,1168,NA,20602
87,company-87,Power,RenewablesCap,DE,tCO2e,NA,17040,10987,56963,NA
87,company-87,Power,RenewablesCap,JO,tCO2e,139345,44193,253136,15220,NA
87,company-87,Power,RenewablesCap,ZA,tCO2e,47818,27791,129481,182680,41536
88,company-88,Power,HydroCap,LK,tCO2e,114175,79230,NA,NA,NA
88,company-88,Power,HydroCap,ZA,tCO2e,115840,341673,79529,2397,23244
88,company-88,Power,HydroCap,JO,tCO2e,85814,40015,15439,NA,70243
88,company-88,Power,HydroCap,DE,tCO2e,106428,39099,6136,39516,145016
88,company-88,Power,HydroCap,FJ,tCO2e,NA,308005,37163,NA,96640
94,company-94,Power,OilCap,JO,tCO2e,44692,199655,65585,NA,151758
94,company-94,Power,RenewablesCap,ZA,tCO2e,5675,112243,173242,6628,188918
94,company-94,Power,RenewablesCap,FJ,tCO2e,NA,105073,23100,91121,248031
94,company-94,Power,RenewablesCap,CX,tCO2e,40270,66337,34545,NA,16768
95,company-95,Power,GasCap,FJ,tCO2e,15329,502612,51724,NA,6117
95,company-95,Power,GasCap,ZA,tCO2e,324131,NA,48481,1003,NA
98,company-98,Power,CoalCap,DE,tCO2e,35870,42629,22802,93147,136491
98,company-98,Power,CoalCap,JO,tCO2e,12276,NA,30899,199573,NA
3,company-3,Power,CoalCap,DE,tCO2e,NA,62962,NA,17467,48873
4,company-4,Power,OilCap,LK,tCO2e,28706,NA,NA,62526,NA
6,company-6,Power,GasCap,DE,tCO2e,35528,130203,252635,224,43904
6,company-6,Power,GasCap,LK,tCO2e,115635,211276,30754,269590,104737
7,company-7,Power,NuclearCap,ZA,tCO2e,209136,59416,76548,NA,NA
8,company-8,Power,CoalCap,CX,tCO2e,207477,53856,44000,77446,59931
8,company-8,Power,CoalCap,ZA,tCO2e,40664,307,112133,NA,76202
8,company-8,Power,CoalCap,DE,tCO2e,257629,62265,72555,NA,NA
8,company-8,Power,CoalCap,FJ,tCO2e,189514,198168,NA,36996,NA
10,company-10,Power,RenewablesCap,CX,tCO2e,5006,201772,545955,NA,18089
11,company-11,Power,HydroCap,CX,tCO2e,137389,43106,2153,144352,NA
11,company-11,Power,HydroCap,LK,tCO2e,18866,22533,50416,74209,NA
11,company-11,Power,HydroCap,DE,tCO2e,NA,93448,79219,47027,NA
11,company-11,Power,HydroCap,FJ,tCO2e,46748,14642,NA,NA,5480
11,company-11,Power,HydroCap,ZA,tCO2e,56230,22375,314535,95715,23845
15,company-15,Power,GasCap,LK,tCO2e,50439,116659,25373,12271,80469
15,company-15,Power,GasCap,FJ,tCO2e,9100,72066,338989,16553,27537
15,company-15,Power,HydroCap,CX,tCO2e,44439,127753,23582,119494,133656
15,company-15,Power,HydroCap,ZA,tCO2e,52895,42592,39234,67139,2485
15,company-15,Power,HydroCap,LK,tCO2e,69391,58443,19755,NA,97553
15,company-15,Power,HydroCap,FJ,tCO2e,141484,NA,204209,53641,84328
15,company-15,Power,HydroCap,JO,tCO2e,55095,NA,83299,269,9165
16,company-16,Power,GasCap,LK,tCO2e,411,15081,9922,NA,52187
16,company-16,Power,GasCap,JO,tCO2e,NA,17493,62471,49818,12359
16,company-16,Power,GasCap,ZA,tCO2e,115648,15173,82057,25979,16774
16,company-16,Power,GasCap,FJ,tCO2e,74338,43371,61531,43699,NA
17,company-17,Power,RenewablesCap,ZA,tCO2e,134100,NA,121945,NA,15880
17,company-17,Power,RenewablesCap,JO,tCO2e,38344,NA,170254,444876,NA
17,company-17,Power,RenewablesCap,DE,tCO2e,75372,50631,60705,28043,34430
19,company-19,Power,RenewablesCap,DE,tCO2e,6601,14857,52967,NA,NA
19,company-19,Power,RenewablesCap,LK,tCO2e,41628,401942,111004,12509,73429
19,company-19,Power,RenewablesCap,CX,tCO2e,NA,NA,NA,10469,351504
19,company-19,Power,RenewablesCap,JO,tCO2e,345029,1393,60324,169263,245328
21,company-21,Power,GasCap,DE,tCO2e,23112,61994,56984,NA,NA
22,company-22,Power,GasCap,JO,tCO2e,82015,197348,50721,11301,108722
22,company-22,Power,GasCap,CX,tCO2e,NA,251035,NA,308295,46986
22,company-22,Power,GasCap,FJ,tCO2e,29180,NA,177411,106471,NA
22,company-22,Power,GasCap,DE,tCO2e,49500,75117,164038,151682,75796
22,company-22,Power,GasCap,ZA,tCO2e,NA,99956,14700,177019,231585
23,company-23,Power,OilCap,FJ,tCO2e,10517,36936,6017,58003,30800
24,company-24,Power,NuclearCap,LK,tCO2e,28655,123176,NA,115025,209158
24,company-24,Power,NuclearCap,CX,tCO2e,33880,208438,56441,13535,142362
24,company-24,Power,NuclearCap,DE,tCO2e,NA,6285,15763,NA,104383
24,company-24,Power,NuclearCap,ZA,tCO2e,116262,123543,NA,120000,39228
24,company-24,Power,NuclearCap,JO,tCO2e,225106,45294,76802,NA,179203
25,company-25,Power,OilCap,DE,tCO2e,177395,8721,8550,NA,NA
26,company-26,Power,OilCap,FJ,tCO2e,NA,78637,33399,20676,52994
26,company-26,Power,OilCap,ZA,tCO2e,NA,222016,55533,435399,NA
26,company-26,Power,OilCap,LK,tCO2e,33149,NA,119058,44183,462666
26,company-26,Power,OilCap,DE,tCO2e,45868,155829,NA,270481,NA
27,company-27,Power,RenewablesCap,JO,tCO2e,341968,409653,NA,295642,132252
27,company-27,Power,RenewablesCap,CX,tCO2e,74799,135832,16893,11128,20283
27,company-27,Power,RenewablesCap,LK,tCO2e,NA,134033,809,66938,80966
27,company-27,Power,RenewablesCap,DE,tCO2e,217594,98114,123207,NA,480435
27,company-27,Power,RenewablesCap,ZA,tCO2e,315595,NA,NA,203406,34814
28,company-28,Power,GasCap,LK,tCO2e,70525,NA,73356,24415,9719
28,company-28,Power,GasCap,ZA,tCO2e,225,NA,56443,199665,112038
30,company-30,Power,OilCap,DE,tCO2e,98803,94851,120200,113250,6473
30,company-30,Power,OilCap,FJ,tCO2e,143466,38113,NA,45316,17995
30,company-30,Power,OilCap,ZA,tCO2e,40383,73823,120552,48000,45115
30,company-30,Power,OilCap,LK,tCO2e,52592,15833,NA,NA,328
30,company-30,Power,OilCap,JO,tCO2e,220232,33377,9206,56795,83519
31,company-31,Power,NuclearCap,FJ,tCO2e,137136,167727,146532,NA,8335
31,company-31,Power,NuclearCap,DE,tCO2e,108558,252285,108598,55481,55969
31,company-31,Power,NuclearCap,ZA,tCO2e,253148,37621,112141,NA,264606
33,company-33,Power,OilCap,LK,tCO2e,245331,37856,32497,9279,84701
33,company-33,Power,OilCap,FJ,tCO2e,39017,382725,213672,26596,133474
35,company-35,Power,HydroCap,CX,tCO2e,41236,199365,30848,NA,12904
35,company-35,Power,HydroCap,ZA,tCO2e,201626,NA,104328,101036,NA
35,company-35,Power,HydroCap,FJ,tCO2e,11269,72019,154750,66419,172519
36,company-36,Power,CoalCap,ZA,tCO2e,16494,68124,43616,254429,515128
36,company-36,Power,CoalCap,LK,tCO2e,86191,33394,54159,9997,25223
36,company-36,Power,CoalCap,FJ,tCO2e,89622,58721,4168,86960,324791
38,company-38,Power,NuclearCap,FJ,tCO2e,64683,46973,24961,297952,44342
38,company-38,Power,NuclearCap,CX,tCO2e,NA,314019,5375,20556,57301
38,company-38,Power,NuclearCap,JO,tCO2e,205785,34167,382737,367619,23577
38,company-38,Power,NuclearCap,ZA,tCO2e,NA,246594,22520,99786,45097
38,company-38,Power,NuclearCap,DE,tCO2e,9027,146128,321342,NA,181872
39,company-39,Power,HydroCap,FJ,tCO2e,79564,105201,91106,20806,114870
39,company-39,Power,HydroCap,DE,tCO2e,50453,187304,181632,374790,22257
39,company-39,Power,HydroCap,JO,tCO2e,22563,170054,15706,133918,NA
43,company-43,Power,NuclearCap,DE,tCO2e,NA,128216,166570,7518,60246
43,company-43,Power,NuclearCap,JO,tCO2e,61333,NA,150723,NA,84392
43,company-43,Power,NuclearCap,LK,tCO2e,10942,NA,28291,NA,NA
43,company-43,Power,NuclearCap,CX,tCO2e,141300,25699,97257,126432,56260
43,company-43,Power,NuclearCap,FJ,tCO2e,29876,49017,152600,28106,186521
44,company-44,Power,CoalCap,LK,tCO2e,69875,122182,105509,101795,NA
44,company-44,Power,CoalCap,DE,tCO2e,35292,14925,181579,27519,NA
45,company-45,Power,HydroCap,JO,tCO2e,41899,22452,6333,91119,112586
45,company-45,Power,HydroCap,DE,tCO2e,NA,44153,28374,25858,53032
46,company-46,Power,GasCap,FJ,tCO2e,58885,49733,78338,96272,16812
47,company-47,Power,OilCap,ZA,tCO2e,20625,47600,12796,NA,100604
49,company-49,Power,OilCap,LK,tCO2e,35319,229945,76023,105495,10917
49,company-49,Power,OilCap,FJ,tCO2e,128552,284174,12120,204962,76218
50,company-50,Power,GasCap,DE,tCO2e,NA,23470,118716,2429,NA
55,company-55,Power,GasCap,DE,tCO2e,8404,9638,106366,368587,53538
55,company-55,Power,GasCap,CX,tCO2e,67596,47966,87473,NA,70219
55,company-55,Power,GasCap,JO,tCO2e,68522,30024,248305,10406,134554
55,company-55,Power,RenewablesCap,JO,tCO2e,79557,46881,1713,NA,24268
55,company-55,Power,RenewablesCap,LK,tCO2e,42698,NA,4993,183277,84978
55,company-55,Power,RenewablesCap,DE,tCO2e,89363,104751,385935,73628,83374
55,company-55,Power,RenewablesCap,CX,tCO2e,NA,45715,NA,NA,NA
55,company-55,Power,RenewablesCap,ZA,tCO2e,24846,35606,31928,110610,NA
56,company-56,Power,OilCap,JO,tCO2e,337259,30143,31623,27347,184504
56,company-56,Power,OilCap,CX,tCO2e,24154,89186,186671,89680,137099
58,company-58,Power,GasCap,ZA,tCO2e,NA,42581,125684,92390,48489
60,company-60,Power,GasCap,JO,tCO2e,227031,100471,NA,264776,137903
60,company-60,Power,GasCap,DE,tCO2e,46578,143659,NA,34759,46340
60,company-60,Power,GasCap,FJ,tCO2e,54450,33569,NA,274910,209134
60,company-60,Power,GasCap,ZA,tCO2e,210119,NA,45294,3131,NA
60,company-60,Power,GasCap,LK,tCO2e,7608,12401,217957,NA,NA
63,company-63,Power,HydroCap,FJ,tCO2e,406678,NA,77781,NA,62741
63,company-63,Power,HydroCap,DE,tCO2e,39726,118683,13746,26960,5102
63,company-63,Power,HydroCap,LK,tCO2e,15472,NA,39289,NA,85106
63,company-63,Power,HydroCap,ZA,tCO2e,76908,240588,34573,NA,11553
65,company-65,Power,RenewablesCap,LK,tCO2e,NA,NA,NA,90644,50168
65,company-65,Power,RenewablesCap,JO,tCO2e,36126,111229,NA,369509,189634
65,company-65,Power,RenewablesCap,ZA,tCO2e,NA,266871,27152,32732,1466
65,company-65,Power,RenewablesCap,DE,tCO2e,162367,NA,39590,110889,113080
65,company-65,Power,HydroCap,ZA,tCO2e,180858,1507,11438,30691,22992
67,company-67,Power,CoalCap,DE,tCO2e,102861,NA,16758,403872,7787
71,company-71,Power,CoalCap,LK,tCO2e,126365,189988,NA,39281,80429
71,company-71,Power,CoalCap,CX,tCO2e,66126,NA,NA,155009,14469
71,company-71,Power,CoalCap,JO,tCO2e,223421,226562,85477,35055,10858
72,company-72,Power,CoalCap,LK,tCO2e,129530,28933,222297,15679,140925
72,company-72,Power,CoalCap,DE,tCO2e,217982,6249,11993,306981,NA
72,company-72,Power,HydroCap,JO,tCO2e,9331,282190,NA,21449,NA
72,company-72,Power,HydroCap,LK,tCO2e,106745,2469,9295,145123,NA
73,company-73,Power,OilCap,JO,tCO2e,30052,168480,7116,NA,44855
74,company-74,Power,CoalCap,JO,tCO2e,NA,NA,128594,NA,36692
74,company-74,Power,CoalCap,FJ,tCO2e,NA,207496,250544,NA,67235
74,company-74,Power,CoalCap,DE,tCO2e,NA,94000,51892,55541,12964
74,company-74,Power,CoalCap,CX,tCO2e,31762,78915,NA,NA,NA
76,company-76,Power,NuclearCap,DE,tCO2e,228193,183045,NA,254110,NA
76,company-76,Power,NuclearCap,ZA,tCO2e,243,NA,49723,406203,194980
76,company-76,Power,NuclearCap,LK,tCO2e,163881,95313,92891,57975,69278
76,company-76,Power,NuclearCap,JO,tCO2e,52891,114185,80248,46974,11071
76,company-76,Power,NuclearCap,CX,tCO2e,367177,101296,NA,55175,NA
77,company-77,Power,CoalCap,ZA,tCO2e,336844,30177,58117,126894,94174
77,company-77,Power,CoalCap,CX,tCO2e,81261,53551,88487,24501,NA
77,company-77,Power,CoalCap,LK,tCO2e,87995,130368,213575,NA,56693
78,company-78,Power,HydroCap,DE,tCO2e,137120,335388,187746,148243,15264
78,company-78,Power,HydroCap,JO,tCO2e,268157,NA,14594,18664,17699
81,company-81,Power,CoalCap,ZA,tCO2e,44978,NA,100858,76602,NA
82,company-82,Power,NuclearCap,FJ,tCO2e,NA,12785,6656,59538,NA
82,company-82,Power,NuclearCap,LK,tCO2e,71520,24405,NA,76490,NA
82,company-82,Power,NuclearCap,ZA,tCO2e,50683,55443,1944,53068,954
82,company-82,Power,NuclearCap,JO,tCO2e,143054,NA,28792,89962,NA
82,company-82,Power,NuclearCap,DE,tCO2e,NA,NA,NA,NA,NA
87,company-87,Power,GasCap,ZA,tCO2e,123308,8137,17253,NA,NA
87,company-87,Power,GasCap,CX,tCO2e,27277,32105,163966,104483,212985
87,company-87,Power,GasCap,FJ,tCO2e,23868,45620,86353,NA,257578
87,company-87,Power,GasCap,LK,tCO2e,20723,152286,38413,179148,NA
87,company-87,Power,GasCap,DE,tCO2e,NA,NA,70644,22876,248702
91,company-91,Power,RenewablesCap,ZA,tCO2e,41413,193187,137630,218517,26901
91,company-91,Power,RenewablesCap,CX,tCO2e,15629,273246,77642,76317,91404
91,company-91,Power,RenewablesCap,JO,tCO2e,255399,7138,NA,NA,27777
92,company-92,Power,NuclearCap,FJ,tCO2e,85220,86701,108470,44839,211390
92,company-92,Power,NuclearCap,JO,tCO2e,34565,152035,NA,65067,82911
92,company-92,Power,NuclearCap,CX,tCO2e,44601,126366,NA,186007,12755
94,company-94,Power,HydroCap,FJ,tCO2e,132421,9852,69751,40141,27583
94,company-94,Power,HydroCap,JO,tCO2e,53067,26679,271220,NA,NA
94,company-94,Power,HydroCap,DE,tCO2e,NA,149061,NA,54701,158507
94,company-94,Power,HydroCap,ZA,tCO2e,136142,23705,13616,481175,13578
95,company-95,Power,CoalCap,LK,tCO2e,86596,105454,NA,183262,105539
95,company-95,Power,CoalCap,FJ,tCO2e,51829,128028,NA,NA,181786
95,company-95,Power,CoalCap,CX,tCO2e,90065,239995,NA,NA,15854
95,company-95,Power,CoalCap,DE,tCO2e,33357,23588,46770,24622,NA
96,company-96,Power,HydroCap,FJ,tCO2e,37473,NA,1127,33002,18222
96,company-96,Power,HydroCap,ZA,tCO2e,220393,12795,204660,61430,29501
96,company-96,Power,GasCap,JO,tCO2e,40229,242,98212,48666,46186
96,company-96,Power,GasCap,DE,tCO2e,51869,44081,84306,NA,NA
97,company-97,Power,GasCap,LK,tCO2e,NA,NA,NA,14260,177147
97,company-97,Power,GasCap,FJ,tCO2e,50721,44642,1097,62868,NA
